crew_id,first_name,last_name,role,airline_id,hire_date,status,license_number,base_airport_id
CRW000930,Kathleen,Johansson,Flight Attendant,AL0008,2025-08-28,Active,LIC-497406,APT00058
CRW000931,Paul,Pereira,Flight Attendant,AL0017,1997-01-23,On Leave,LIC-687817,APT00198
CRW000932,Andrew,Roberts,Flight Attendant,AL0020,1996-09-24,Active,LIC-767384,APT00249
CRW000933,Nicole,Campbell,Captain,AL0015,2010-01-18,On Leave,LIC-987702,APT00015
CRW000934,Nancy,Tanaka,Flight Attendant,AL0014,1996-01-29,On Leave,LIC-728929,APT00041
CRW000935,Kathleen,Singh,Flight Attendant,AL0005,2005-09-16,Inactive,LIC-959094,APT00073
CRW000936,Brenda,Lewis,Purser,AL0012,2012-11-11,Active,LIC-758879,APT00213
CRW000937,Mark,Kim,Purser,AL0004,2007-09-24,Active,LIC-956506,APT00036
CRW000938,Betty,Baker,Flight Attendant,AL0011,2001-05-21,On Leave,LIC-776317,APT00118
CRW000939,Kevin,Jackson,Flight Attendant,AL0004,2003-12-12,Active,LIC-896452,APT00135
CRW000940,Anna,Adams,Purser,AL0002,2013-12-26,Inactive,LIC-271680,APT00033
CRW000941,Donald,Roberts,First Officer,AL0020,2024-11-21,Active,LIC-993296,APT00011
CRW000942,Amanda,Yamamoto,First Officer,AL0018,2019-07-20,Active,LIC-414145,APT00030
CRW000943,Shirley,Campbell,Purser,AL0014,2012-03-13,Active,LIC-817823,APT00015
CRW000944,Daniel,Wilson,First Officer,AL0013,1999-05-04,Active,LIC-453028,APT00126
CRW000945,Jonathan,Diaz,Flight Attendant,AL0005,2002-08-16,Active,LIC-512218,APT00235
CRW000946,Thomas,Campbell,Flight Attendant,AL0012,2008-11-03,On Leave,LIC-773199,APT00089
CRW000947,Sarah,Thompson,Captain,AL0015,2002-10-01,On Leave,LIC-586552,APT00065
CRW000948,Mark,Schmidt,First Officer,AL0011,2016-08-20,Active,LIC-744622,APT00059
CRW000949,Paul,Walker,Captain,AL0006,2006-07-04,Active,LIC-171134,APT00246
CRW000950,Patricia,Robinson,Flight Attendant,AL0008,2021-03-13,Active,LIC-850028,APT00240
CRW000951,Ana,Kowalski,Flight Attendant,AL0017,2003-06-15,On Leave,LIC-467608,APT00163
CRW000952,Andrew,Tanaka,First Officer,AL0006,2010-08-05,Active,LIC-809666,APT00116
CRW000953,Dennis,Adams,Purser,AL0020,2017-06-12,Active,LIC-356975,APT00040
CRW000954,Olga,Robinson,Flight Attendant,AL0016,2001-06-23,Inactive,LIC-636429,APT00233
CRW000955,Dennis,Tanaka,Flight Attendant,AL0018,2018-12-03,Active,LIC-629436,APT00001
CRW000956,Heather,Wilson,Flight Attendant,AL0011,2013-05-28,Inactive,LIC-225953,APT00041
CRW000957,Richard,Muller,First Officer,AL0005,2015-05-07,Inactive,LIC-526788,APT00170
CRW000958,Brian,Campbell,Flight Attendant,AL0001,2009-04-12,Inactive,LIC-671909,APT00046
CRW000959,Rachel,Novak,Flight Attendant,AL0011,2024-05-18,Inactive,LIC-852544,APT00028
CRW000960,Helen,King,Flight Attendant,AL0008,2019-04-02,On Leave,LIC-898352,APT00150
CRW000961,James,Johansson,Captain,AL0003,2001-01-12,Active,LIC-446063,APT00007
CRW000962,Jonathan,Johnson,Flight Attendant,AL0019,2012-06-15,Active,LIC-678856,APT00068
CRW000963,Dennis,Schmidt,Captain,AL0020,2023-05-19,Active,LIC-257212,APT00161
CRW000964,Heather,Garcia,Flight Attendant,AL0008,2003-10-12,Inactive,LIC-906062,APT00047
CRW000965,George,Patel,Flight Attendant,AL0014,2011-11-08,On Leave,LIC-881269,APT00190
CRW000966,Mark,Thomas,Flight Attendant,AL0009,2018-09-13,Inactive,LIC-999146,APT00024
CRW000967,Emily,Pereira,Flight Attendant,AL0010,2003-08-03,On Leave,LIC-537620,APT00154
CRW000968,Kimberly,Rossi,Captain,AL0013,2011-04-08,Active,LIC-423281,APT00020
CRW000969,Michelle,Rodriguez,Flight Attendant,AL0009,2012-05-16,Active,LIC-782069,APT00183
CRW000970,Andrew,Watanabe,First Officer,AL0017,2000-07-30,Inactive,LIC-750960,APT00189
CRW000971,Jason,Lee,First Officer,AL0004,2000-07-31,On Leave,LIC-290844,APT00199
CRW000972,Robert,Baker,Flight Attendant,AL0014,2012-09-09,Inactive,LIC-585962,APT00071
CRW000973,Dorothy,Miller,Flight Attendant,AL0020,2000-08-13,Active,LIC-679420,APT00060
CRW000974,Emily,Rodriguez,Purser,AL0018,2024-10-16,Active,LIC-509474,APT00245
CRW000975,Charles,Martin,Flight Attendant,AL0001,2011-06-16,Active,LIC-434060,APT00183
CRW000976,Fatima,Nelson,Flight Attendant,AL0003,2017-03-01,Active,LIC-315880,APT00046
CRW000977,Samantha,Baker,First Officer,AL0013,2007-06-21,On Leave,LIC-470418,APT00008
CRW000978,Ivan,Novak,Flight Attendant,AL0019,2004-05-21,Active,LIC-321322,APT00089
CRW000979,Angela,Wilson,Flight Attendant,AL0017,2010-04-14,Active,LIC-370368,APT00167
CRW000980,Susan,Muller,Purser,AL0019,2017-05-02,On Leave,LIC-266474,APT00094
CRW000981,Olga,Smith,Flight Attendant,AL0003,2007-06-29,On Leave,LIC-438721,APT00202
CRW000982,Jason,White,Flight Attendant,AL0011,2003-11-17,Active,LIC-668334,APT00126
CRW000983,Samuel,Anderson,Flight Attendant,AL0015,1999-07-11,Active,LIC-439889,APT00248
CRW000984,Amanda,Martinez,Flight Attendant,AL0013,2012-01-19,Active,LIC-227847,APT00218
CRW000985,Cynthia,Campbell,Flight Attendant,AL0016,2016-05-09,Active,LIC-821010,APT00118
CRW000986,Ryan,Yamamoto,Flight Attendant,AL0005,2011-07-18,On Leave,LIC-488247,APT00209
CRW000987,Paul,Wang,Flight Attendant,AL0010,2003-01-03,Active,LIC-625434,APT00113
CRW000988,Eric,Novak,Flight Attendant,AL0009,2002-10-09,Inactive,LIC-570999,APT00003
CRW000989,Raymond,Mitchell,Flight Attendant,AL0019,2006-11-05,Active,LIC-555654,APT00078
CRW000990,John,Jones,Flight Attendant,AL0005,2005-12-05,Inactive,LIC-494410,APT00103
CRW000991,Jessica,Ramirez,Flight Attendant,AL0007,2001-05-27,Active,LIC-780096,APT00245
CRW000992,Wei,Andersson,Flight Attendant,AL0001,2024-08-07,On Leave,LIC-869435,APT00207
CRW000993,Jonathan,Brown,Flight Attendant,AL0004,2005-05-11,On Leave,LIC-913497,APT00037
CRW000994,Elena,Davis,Flight Attendant,AL0020,2002-11-15,Active,LIC-498851,APT00001
CRW000995,Larry,Johansson,Purser,AL0017,2014-01-22,Active,LIC-406820,APT00133
CRW000996,Brandon,Garcia,Captain,AL0006,2020-03-01,Active,LIC-174548,APT00134
CRW000997,Mohammed,Oliveira,Flight Attendant,AL0015,2009-08-07,Active,LIC-498452,APT00184
CRW000998,Emma,Schmidt,Flight Attendant,AL0012,2015-12-20,On Leave,LIC-992978,APT00065
CRW000999,Donna,Wang,Purser,AL0019,1997-12-26,On Leave,LIC-334226,APT00204
CRW001000,Amy,Nelson,Flight Attendant,AL0007,2011-09-25,Active,LIC-860484,APT00104
CRW001001,Mark,Davis,Captain,AL0020,1997-02-03,Active,LIC-780959,APT00084
CRW001002,Kenneth,King,Purser,AL0008,1999-04-27,Active,LIC-694038,APT00106
CRW001003,Samantha,Costa,First Officer,AL0015,2013-08-07,Active,LIC-608746,APT00237
CRW001004,Sarah,Yamamoto,First Officer,AL0008,2001-06-05,Inactive,LIC-780690,APT00098
CRW001005,Benjamin,Scott,Flight Attendant,AL0014,1996-02-24,On Leave,LIC-188569,APT00141
CRW001006,Stephen,Kowalski,Flight Attendant,AL0007,2000-08-15,Active,LIC-215371,APT00223
CRW001007,Emily,Dubois,Captain,AL0017,2019-04-13,Active,LIC-276138,APT00005
CRW001008,Jennifer,Jones,Purser,AL0013,2013-06-08,On Leave,LIC-789322,APT00135
CRW001009,Frank,Roberts,First Officer,AL0006,2006-12-30,Active,LIC-488852,APT00178
CRW001010,Jerry,Roberts,Flight Attendant,AL0020,2025-07-31,On Leave,LIC-286973,APT00226
CRW001011,Debra,Baker,First Officer,AL0015,2007-02-13,Active,LIC-140395,APT00016
CRW001012,Ronald,Rossi,Purser,AL0009,2022-07-24,Inactive,LIC-540078,APT00182
CRW001013,Brandon,Watanabe,Purser,AL0003,2005-11-02,Inactive,LIC-458789,APT00201
CRW001014,Deborah,Hall,First Officer,AL0020,1995-10-17,Active,LIC-260184,APT00088
CRW001015,Kevin,Sanchez,Flight Attendant,AL0016,1998-06-19,Active,LIC-120961,APT00187
CRW001016,Donna,Fernandez,Flight Attendant,AL0014,2003-08-08,Active,LIC-778405,APT00124
CRW001017,Margaret,Pereira,Purser,AL0017,2000-11-10,Inactive,LIC-801397,APT00165
CRW001018,Elena,Singh,Purser,AL0013,1999-12-10,Active,LIC-321340,APT00098
CRW001019,Emma,Patel,Flight Attendant,AL0005,2007-01-16,Active,LIC-544331,APT00045
CRW001020,Christopher,Rodriguez,Captain,AL0005,2025-08-26,On Leave,LIC-327887,APT00208
CRW001021,Yuki,Allen,Flight Attendant,AL0002,2001-04-19,On Leave,LIC-467984,APT00055
CRW001022,Charles,Thomas,Flight Attendant,AL0002,2002-05-27,Active,LIC-198300,APT00047
CRW001023,Anna,Adams,First Officer,AL0015,2026-04-08,Active,LIC-951633,APT00222
CRW001024,Karen,Johansson,Flight Attendant,AL0018,2001-04-29,Active,LIC-748545,APT00235
CRW001025,Carol,Moore,Flight Attendant,AL0004,2021-01-30,On Leave,LIC-910958,APT00153
CRW001026,Emma,Diaz,First Officer,AL0012,2014-07-04,On Leave,LIC-366259,APT00146
CRW001027,Freya,Hernandez,Flight Attendant,AL0003,2024-02-23,Active,LIC-885607,APT00091
CRW001028,Freya,Davis,Flight Attendant,AL0009,2012-06-22,Active,LIC-566451,APT00153
CRW001029,Mohammed,Pereira,Flight Attendant,AL0016,2013-08-24,Active,LIC-278320,APT00153
CRW001030,Mark,Rodriguez,Flight Attendant,AL0017,2002-02-04,Active,LIC-399018,APT00130
CRW001031,Barbara,Ivanov,Flight Attendant,AL0019,2013-01-23,Active,LIC-830370,APT00164
CRW001032,Olga,Rossi,Flight Attendant,AL0007,2016-01-23,Active,LIC-797230,APT00139
CRW001033,Liam,Clark,Flight Attendant,AL0019,2026-01-02,Active,LIC-748209,APT00220
CRW001034,Dorothy,Garcia,Purser,AL0016,1998-01-18,Active,LIC-303835,APT00167
CRW001035,John,Harris,Flight Attendant,AL0007,1999-12-04,On Leave,LIC-682985,APT00097
CRW001036,Nicole,Garcia,First Officer,AL0007,1995-08-11,Active,LIC-946750,APT00164
CRW001037,Elizabeth,Wang,Flight Attendant,AL0003,2019-11-01,Inactive,LIC-143880,APT00058
CRW001038,Robert,Watanabe,Flight Attendant,AL0019,1997-08-03,Active,LIC-389205,APT00054
CRW001039,Sofia,Diaz,First Officer,AL0005,2023-10-06,Active,LIC-172316,APT00207
CRW001040,Cynthia,Costa,Flight Attendant,AL0006,2006-06-18,Inactive,LIC-193466,APT00146
CRW001041,Susan,Rossi,Flight Attendant,AL0009,2004-01-22,On Leave,LIC-998020,APT00014
CRW001042,Brandon,Suzuki,Captain,AL0003,2025-08-19,Inactive,LIC-316274,APT00089
CRW001043,Brian,Rossi,Flight Attendant,AL0017,2017-08-19,Active,LIC-261435,APT00247
CRW001044,Nicholas,Chen,Flight Attendant,AL0014,2012-03-11,On Leave,LIC-166546,APT00160
CRW001045,Mohammed,Diaz,Flight Attendant,AL0004,2022-12-05,Active,LIC-982904,APT00218
CRW001046,Mark,Sanchez,First Officer,AL0004,2018-09-17,On Leave,LIC-521864,APT00137
CRW001047,Nicole,King,Flight Attendant,AL0001,2015-01-10,Active,LIC-812238,APT00011
CRW001048,Heather,Yamamoto,Flight Attendant,AL0019,2005-02-06,On Leave,LIC-325225,APT00045
CRW001049,Ronald,Harris,Captain,AL0009,2025-12-24,Active,LIC-676815,APT00024
CRW001050,Elena,White,Flight Attendant,AL0014,2017-08-07,Inactive,LIC-897440,APT00184
CRW001051,Rebecca,Gonzalez,Flight Attendant,AL0003,2024-09-16,Active,LIC-704019,APT00190
CRW001052,Sharon,Thompson,Flight Attendant,AL0005,2025-05-09,Active,LIC-565415,APT00115
CRW001053,Ahmed,Mitchell,Captain,AL0011,2012-04-03,Active,LIC-289483,APT00182
CRW001054,Scott,Suzuki,Flight Attendant,AL0005,2006-03-29,Active,LIC-310031,APT00138
CRW001055,Hiro,Hernandez,Flight Attendant,AL0013,2024-10-03,Active,LIC-637168,APT00185
CRW001056,Jack,Singh,First Officer,AL0019,2026-05-22,On Leave,LIC-506142,APT00169
CRW001057,Christine,Rossi,Purser,AL0007,1998-10-31,Inactive,LIC-141801,APT00114
CRW001058,Mark,Watanabe,Flight Attendant,AL0013,2015-01-21,Inactive,LIC-276394,APT00164
CRW001059,Melissa,Schmidt,Flight Attendant,AL0019,2013-12-04,Active,LIC-488812,APT00080
CRW001060,Yuki,Gonzalez,First Officer,AL0018,2018-07-09,Active,LIC-260856,APT00188
CRW001061,Brenda,Flores,Flight Attendant,AL0001,2025-08-24,Active,LIC-598547,APT00229
CRW001062,Dorothy,Oliveira,Flight Attendant,AL0003,2002-12-03,Active,LIC-370590,APT00052
CRW001063,Donna,Yamamoto,First Officer,AL0020,2025-08-27,Active,LIC-362370,APT00167
CRW001064,Janet,Roberts,Flight Attendant,AL0019,2015-03-16,Active,LIC-197471,APT00028
CRW001065,Nancy,Pereira,Flight Attendant,AL0007,1997-08-04,Inactive,LIC-552905,APT00095
CRW001066,Susan,Wang,Captain,AL0011,2011-01-20,Active,LIC-269782,APT00168
CRW001067,Carolyn,Garcia,Captain,AL0012,1999-03-12,Active,LIC-667362,APT00070
CRW001068,Paul,Park,Captain,AL0014,2025-01-17,On Leave,LIC-944241,APT00059
CRW001069,Carolyn,Wilson,Flight Attendant,AL0016,2018-12-23,On Leave,LIC-921009,APT00096
CRW001070,Nicholas,Walker,Captain,AL0008,2023-06-04,Active,LIC-700121,APT00029
CRW001071,Freya,Martin,Flight Attendant,AL0018,2013-12-06,On Leave,LIC-826704,APT00157
CRW001072,Gary,Ali,Captain,AL0002,2007-06-18,Inactive,LIC-928991,APT00033
CRW001073,Hiro,Williams,Captain,AL0001,2008-06-16,Inactive,LIC-713581,APT00084
CRW001074,Chen,Patel,First Officer,AL0020,2024-09-30,On Leave,LIC-331161,APT00079
CRW001075,Margaret,Tanaka,Flight Attendant,AL0004,1999-10-06,Active,LIC-550750,APT00242
CRW001076,Freya,Silva,Flight Attendant,AL0020,2022-10-19,Active,LIC-871311,APT00248
CRW001077,Rachel,Harris,First Officer,AL0006,2008-04-04,Active,LIC-701186,APT00020
CRW001078,Richard,Watanabe,Flight Attendant,AL0008,2013-07-19,Inactive,LIC-426045,APT00040
CRW001079,James,Lewis,Flight Attendant,AL0001,2015-12-15,Inactive,LIC-251571,APT00184
CRW001080,Steven,Singh,Flight Attendant,AL0019,1997-07-31,On Leave,LIC-229775,APT00075
CRW001081,Mary,Green,Captain,AL0008,1999-09-03,Inactive,LIC-439323,APT00162
CRW001082,Kevin,Garcia,Flight Attendant,AL0004,2000-01-20,Active,LIC-824235,APT00231
CRW001083,Freya,Smith,Flight Attendant,AL0010,2019-06-19,Active,LIC-597339,APT00041
CRW001084,Laura,Anderson,Flight Attendant,AL0004,1997-06-01,Active,LIC-153685,APT00241
CRW001085,John,Choi,Flight Attendant,AL0016,2014-03-12,Active,LIC-926591,APT00014
CRW001086,Cynthia,Oliveira,Purser,AL0002,1998-05-24,Inactive,LIC-464367,APT00058
CRW001087,Anthony,Allen,Flight Attendant,AL0010,2019-02-14,On Leave,LIC-451530,APT00127
CRW001088,Chen,Pereira,Flight Attendant,AL0008,2025-09-10,Active,LIC-837382,APT00221
CRW001089,David,Brown,Flight Attendant,AL0001,2008-01-03,Active,LIC-439259,APT00139
CRW001090,Patrick,Pereira,Flight Attendant,AL0002,2001-08-31,Active,LIC-655465,APT00035
CRW001091,Rebecca,Jackson,Purser,AL0011,2008-12-23,Active,LIC-929061,APT00063
CRW001092,John,Williams,Flight Attendant,AL0008,2016-09-14,Active,LIC-566258,APT00191
CRW001093,Benjamin,Schmidt,Captain,AL0003,2017-11-07,Active,LIC-652699,APT00141
CRW001094,Jason,Walker,Flight Attendant,AL0003,2014-12-31,Active,LIC-418270,APT00004
CRW001095,Patrick,White,Flight Attendant,AL0017,2013-04-14,Inactive,LIC-901602,APT00126
CRW001096,Justin,Schmidt,Flight Attendant,AL0015,2014-10-30,On Leave,LIC-167550,APT00102
CRW001097,Jack,Clark,First Officer,AL0013,2001-10-30,Active,LIC-348718,APT00001
CRW001098,Sharon,Schmidt,Flight Attendant,AL0017,2001-06-29,Active,LIC-991873,APT00062
CRW001099,James,Thomas,Captain,AL0002,2024-03-30,Inactive,LIC-535711,APT00234
CRW001100,Jessica,Miller,Flight Attendant,AL0014,2013-03-15,On Leave,LIC-257296,APT00177
CRW001101,Sharon,Sanchez,Flight Attendant,AL0016,2022-01-21,Active,LIC-472367,APT00018
CRW001102,Melissa,Carter,Purser,AL0005,2014-08-27,Active,LIC-329777,APT00005
CRW001103,Catherine,Moore,Flight Attendant,AL0011,2009-04-21,Active,LIC-572757,APT00087
CRW001104,Deborah,Lopez,Flight Attendant,AL0016,2012-12-02,Inactive,LIC-312323,APT00117
CRW001105,Yuki,Muller,Captain,AL0013,2016-09-24,On Leave,LIC-459397,APT00114
CRW001106,Daniel,Flores,Captain,AL0005,2000-11-06,Active,LIC-917146,APT00175
CRW001107,George,Wright,First Officer,AL0014,2009-07-08,On Leave,LIC-174130,APT00044
CRW001108,Alexander,Martin,Captain,AL0016,2017-09-19,Inactive,LIC-787318,APT00012
CRW001109,Joseph,Johnson,Flight Attendant,AL0001,1997-09-25,Active,LIC-170371,APT00169
CRW001110,Joshua,Jones,Flight Attendant,AL0012,1997-04-20,Inactive,LIC-511596,APT00225
CRW001111,Alexander,Singh,Flight Attendant,AL0011,2000-01-12,On Leave,LIC-701498,APT00042
CRW001112,Stephen,Miller,Captain,AL0008,2013-07-29,Active,LIC-959879,APT00091
CRW001113,Janet,Martin,Flight Attendant,AL0001,2002-06-29,Inactive,LIC-325073,APT00157
CRW001114,Kathleen,Yamamoto,Flight Attendant,AL0002,2008-09-15,On Leave,LIC-147504,APT00042
CRW001115,Yuki,Ramirez,Flight Attendant,AL0016,1999-03-16,Active,LIC-775763,APT00215
CRW001116,Fatima,Muller,Captain,AL0017,2002-11-12,Active,LIC-904302,APT00057
CRW001117,Elena,Ramirez,Purser,AL0009,1995-07-23,Inactive,LIC-608551,APT00134
CRW001118,Joseph,Choi,Flight Attendant,AL0019,2020-05-13,Inactive,LIC-154384,APT00085
CRW001119,Stephen,Andersson,Flight Attendant,AL0019,2009-08-28,Active,LIC-550603,APT00167
CRW001120,Susan,Nguyen,First Officer,AL0014,2000-07-11,On Leave,LIC-452017,APT00050
CRW001121,Betty,Singh,Flight Attendant,AL0012,2011-07-14,Active,LIC-506332,APT00025
CRW001122,Andrew,King,Flight Attendant,AL0020,2024-04-23,Active,LIC-148604,APT00128
CRW001123,Nicole,Santos,Flight Attendant,AL0013,2020-11-29,Active,LIC-385616,APT00217
CRW001124,Stephanie,Lewis,Purser,AL0019,2022-10-16,Active,LIC-999071,APT00159
CRW001125,Yuki,Johansson,Flight Attendant,AL0020,2007-10-03,Active,LIC-141215,APT00189
CRW001126,Kimberly,Roberts,Captain,AL0004,2006-04-30,Active,LIC-922949,APT00109
CRW001127,Justin,Patel,Flight Attendant,AL0014,2004-12-07,Active,LIC-565777,APT00036
CRW001128,Carolyn,Lewis,Captain,AL0015,2004-08-02,Inactive,LIC-626318,APT00107
CRW001129,Dmitri,Johansson,Captain,AL0017,2023-11-23,Active,LIC-940163,APT00247
CRW001130,Sandra,Muller,Flight Attendant,AL0007,1999-04-27,On Leave,LIC-296059,APT00196
CRW001131,Raymond,Andersson,Flight Attendant,AL0018,2021-10-01,Active,LIC-985964,APT00176
CRW001132,David,Costa,Flight Attendant,AL0010,2023-10-15,Active,LIC-349099,APT00076
CRW001133,Shirley,Gonzalez,Flight Attendant,AL0008,2021-07-08,Active,LIC-414179,APT00150
CRW001134,Deborah,Suzuki,Flight Attendant,AL0004,2014-09-18,Active,LIC-504588,APT00156
CRW001135,Ana,Kowalski,Flight Attendant,AL0007,2021-11-18,Active,LIC-641382,APT00164
CRW001136,Patrick,Martin,Purser,AL0020,1995-12-31,Active,LIC-390501,APT00224
CRW001137,Noah,Fernandez,Flight Attendant,AL0015,2020-09-04,Inactive,LIC-813795,APT00171
CRW001138,Chen,Nelson,Purser,AL0015,2011-01-20,Active,LIC-119182,APT00056
CRW001139,Deborah,Sanchez,Flight Attendant,AL0018,2025-02-09,On Leave,LIC-699942,APT00056
CRW001140,Raymond,Moore,Captain,AL0006,1997-09-11,Active,LIC-690629,APT00155
CRW001141,Patricia,Robinson,First Officer,AL0014,2024-03-21,Active,LIC-581097,APT00217
CRW001142,Eric,Brown,Flight Attendant,AL0008,2013-01-09,Active,LIC-652084,APT00237
CRW001143,Jennifer,Kumar,First Officer,AL0017,1998-04-06,On Leave,LIC-772914,APT00153
CRW001144,Gregory,Khan,Flight Attendant,AL0009,2010-12-28,Inactive,LIC-913878,APT00133
CRW001145,Elena,Wang,Captain,AL0018,1996-03-01,Active,LIC-296543,APT00205
CRW001146,Samantha,Baker,First Officer,AL0015,1997-08-08,Active,LIC-529168,APT00245
CRW001147,Priya,Robinson,Flight Attendant,AL0016,2011-09-15,Active,LIC-605969,APT00007
CRW001148,Mark,Ali,Flight Attendant,AL0019,2020-08-19,On Leave,LIC-410237,APT00078
CRW001149,Freya,Tanaka,Flight Attendant,AL0016,1998-05-26,Active,LIC-976472,APT00084
CRW001150,Eric,Davis,Flight Attendant,AL0007,2003-03-30,Active,LIC-560364,APT00142
CRW001151,Benjamin,Walker,Flight Attendant,AL0011,2007-04-18,Inactive,LIC-633383,APT00074
CRW001152,Patrick,Diaz,Captain,AL0010,2012-01-05,Active,LIC-275225,APT00078
CRW001153,Scott,Novak,Flight Attendant,AL0002,1995-01-09,On Leave,LIC-474212,APT00007
CRW001154,Joshua,Diaz,First Officer,AL0012,2015-01-28,On Leave,LIC-662985,APT00001
CRW001155,Brenda,Anderson,First Officer,AL0009,2010-08-23,Active,LIC-485510,APT00113
CRW001156,Brandon,Nguyen,First Officer,AL0008,2025-03-26,Active,LIC-793028,APT00250
CRW001157,Chen,Hernandez,Purser,AL0003,2004-06-19,Inactive,LIC-223051,APT00074
CRW001158,Laura,Tanaka,Captain,AL0011,2010-07-07,Active,LIC-238115,APT00061
CRW001159,Jacob,Adams,Flight Attendant,AL0012,1997-07-25,Inactive,LIC-405090,APT00067
CRW001160,Jacob,Martin,Captain,AL0003,2023-10-27,Inactive,LIC-386544,APT00244
CRW001161,Susan,Davis,Flight Attendant,AL0013,2021-03-13,Active,LIC-833907,APT00166
CRW001162,David,Muller,Flight Attendant,AL0004,2006-02-23,Inactive,LIC-881020,APT00164
CRW001163,John,Costa,First Officer,AL0003,2009-06-20,On Leave,LIC-524761,APT00048
CRW001164,Emma,Suzuki,Captain,AL0009,2021-12-09,On Leave,LIC-554978,APT00226
CRW001165,Ronald,Pereira,Flight Attendant,AL0008,2004-04-12,Active,LIC-364933,APT00050
CRW001166,Yuki,Andersson,Flight Attendant,AL0019,2002-05-30,Active,LIC-578652,APT00242
CRW001167,Frank,Dubois,First Officer,AL0002,2002-08-08,Active,LIC-735821,APT00239
CRW001168,Thomas,Costa,Flight Attendant,AL0007,2017-03-24,Active,LIC-750166,APT00142
CRW001169,Richard,Diaz,First Officer,AL0015,2001-08-18,Inactive,LIC-972070,APT00218
CRW001170,Carol,Nguyen,Flight Attendant,AL0005,1997-10-13,Active,LIC-620102,APT00250
CRW001171,Liam,Schmidt,Captain,AL0020,2000-03-13,Active,LIC-406286,APT00146
CRW001172,Jennifer,Andersson,Flight Attendant,AL0015,2025-12-23,Inactive,LIC-162621,APT00192
CRW001173,Daniel,Martinez,Captain,AL0019,2022-06-03,Active,LIC-719122,APT00148
CRW001174,Patricia,Kumar,First Officer,AL0019,2024-12-20,Inactive,LIC-823564,APT00131
CRW001175,Deborah,Ramirez,Purser,AL0003,2003-09-18,Inactive,LIC-597165,APT00084
CRW001176,Sven,Hernandez,Captain,AL0010,2008-11-22,Active,LIC-930551,APT00164
CRW001177,Samuel,Wilson,Purser,AL0015,2010-06-02,Inactive,LIC-385219,APT00067
CRW001178,Cynthia,Martinez,First Officer,AL0001,2011-06-18,Inactive,LIC-147949,APT00049
CRW001179,Sarah,Watanabe,Captain,AL0010,1995-11-04,Active,LIC-669831,APT00069
CRW001180,Kevin,Rossi,Flight Attendant,AL0014,2013-10-12,Active,LIC-209124,APT00003
CRW001181,Gary,Rodriguez,Flight Attendant,AL0016,1996-03-21,Active,LIC-175704,APT00234
CRW001182,Steven,Kim,Flight Attendant,AL0009,2003-08-23,Active,LIC-731776,APT00065
CRW001183,Frank,Chen,Captain,AL0018,2004-03-08,On Leave,LIC-490958,APT00200
CRW001184,Dmitri,Adams,Purser,AL0014,2016-03-10,Active,LIC-644025,APT00109
CRW001185,Matthew,Carter,First Officer,AL0001,2023-03-02,Active,LIC-772941,APT00085
CRW001186,Donald,Yamamoto,First Officer,AL0006,2016-12-11,Active,LIC-444264,APT00058
